galaxy_id,Asymmetry,Concentration,Smoothness
100,0.18318492904544764,0.22023622235886953,0.018071250029947052
1000,0.1725033674026036,0.2228496561375168,0.02309713381404424
10000,0.27452739048186886,0.10812232389966807,0.03489507405863054
100000,0.3857499606948421,0.2365512374726235,0.03161048771302481
100001,0.3254244826919358,0.15604235157609747,0.025965964030168247
100002,0.40259744816213877,0.11230893377150408,0.02868537078835651
100003,0.03464154537621952,0.3290904397962732,0.016327707783229502
100004,0.3277009641665839,0.1346635350211322,0.024905553971219196
100005,0.023267681888213824,0.4543510281383906,0.014853099491881024
100006,0.06626660620993467,0.24521011152139544,0.028999285954580328
100007,0.3279998492624136,0.18427441549216964,0.03893254949788397
100008,0.19019593123639367,0.33888596952180766,0.034581487876285566
10001,0.35023974867724866,0.07754678260192967,0.021702361500155618
100010,0.31031177254137604,0.10014086365164547,0.038508760357308526
100011,0.13758695263738363,0.26798698440277974,0.0185635879562596
100012,0.05975978303572175,0.26605024251943615,0.016254843359724373
100013,0.06106679652153689,0.2841234251160154,0.02518796855864728
100014,0.06101689781075889,0.38740698525500994,0.014859816573478743
100015,0.04102669263599584,0.36576885118397917,0.019517846288586348
100016,0.29084355910384424,0.18183094727512097,0.01661988704710483
100017,0.1078415634793024,0.28308074148489254,0.013131306894906327
100018,0.03171232998820816,0.2888704196248853,0.018241275182883918
100019,0.4120619337620772,0.008953624089922512,0.02050914174300114
10002,0.3375204771968437,0.2549593373933414,0.026595692945562268
100020,0.4277551979085822,0.050256175342977355,0.04856390086772833
100021,0.3685203041569663,0.09856724231789384,0.04093552011304539
100022,0.09081811739012735,0.21427434424176797,0.02105746622988317
100023,0.2910375667580064,0.20692095973558058,0.03322103203776726
100024,0.3182814518825516,0.2747783634880076,0.042435325344374226
100025,0.154365643699719,0.39352968252986803,0.024978530747404797
100026,0.06947069826412905,0.2781136159980083,0.014203030210601203
100027,0.12288317350263765,0.1731037925403423,0.04793164948789794
100028,0.40642846395731863,0.10817583162134106,0.012365615309421903
100029,0.12210291189967139,0.345352846581563,0.013560407290604865
10003,0.12439287998400293,0.23735050263505372,0.020269008495961898
100030,0.2916990490118759,0.17832654420716534,0.029227379575960367
100031,0.27354200329829587,0.17742423990029393,0.01770524622884237
100032,0.2310437324418228,0.18776127588691585,0.023257747477311116
100033,0.22994940721900137,0.319526030756038,0.014012219785773966
100034,0.3487638311121056,0.2883041708904462,0.023911960048413835
100035,0.04624883734737092,0.2911568036342927,0.01484567229357556
100036,0.11043682867170052,0.27296973040518985,0.014343826438370733
100038,0.16424527565767988,0.3133923075366951,0.024049568386281996
100039,0.3175719660899829,0.15429731938955227,0.025200771907944078
10004,0.2036975227683842,0.16961170055418992,0.030852175005693733
100040,0.3777087331086088,0.020604715327608804,0.016429154192544246
100041,0.3627059059863399,0.1607673764564082,0.058392928887103256
100042,0.1889590566574178,0.02169159432561119,0.017149482250413847
100043,0.12488557980926128,0.1964319752328726,0.022404363572381635
100045,0.21528942783318858,0.34584508827670285,0.025177065858250216
100046,0.27608440099883097,0.1982716201587358,0.03164118220229463
100047,0.4383401111562966,0.1620401247119425,0.029316795445302968
100048,0.10277170886347085,0.18946290764088697,0.01801789987296808
100049,0.3342582723488886,0.1182131607309797,0.02995135138353807
10005,0.38547066840601174,0.0796377117101756,0.021528093264397967
100050,0.18310776670770168,0.2674700207023163,0.01919909882552471
100051,0.3890325338005573,0.15279223381895,0.021592807075551435
100052,0.03350469114488598,0.31967694642263805,0.01264502471457492
100054,0.30668539568241854,0.25860328205226546,0.021189036814021834
100055,0.30564173595570837,0.17778694070032305,0.031253127514521674
100057,0.3435682499637946,0.10338462645882053,0.03317957107098572
100058,0.1842030825971903,0.24334178258351163,0.030597149771262305
100059,0.04684424257830308,0.26006873906256894,0.01608445745089842
10006,0.24489392882005548,0.21262768942695834,0.04568121249775191
100060,0.0758093980623033,0.3321932426293273,0.027393744415637175
100061,0.32640336017953303,0.06783033894951788,0.018755514735083318
100062,0.09404548929974842,0.22679515011735377,0.02251963853112003
100063,0.027039091669955204,0.33654688441840597,0.019905767154237444
100064,0.33881095299116476,0.034666486814595,0.02143027359996403
100066,0.2382754498552913,0.12864084856290572,0.023594549182451387
100067,0.38357568214171256,0.08592584626883629,0.017850621425856385
100068,0.06390671495987256,0.24804134479545523,0.013145495806907331
100069,0.14810449842961357,0.21201822250318592,0.013983964999949828
100071,0.38116600136764384,0.25160593552199934,0.027834036549824206
100072,0.4166142033601205,0.14297314015863807,0.03119680803641845
100073,0.28020874887721314,0.23855543053473896,0.021172551713662953
100074,0.17936429090834605,0.19577525374082078,0.015594178555700078
100075,0.21018216185093713,0.33736306610706224,0.025337505113713844
100076,0.21579049126131572,0.29709673501573064,0.01992983512101812
100077,0.12655512852439377,0.32396937769612033,0.024229077417600137
100078,0.05966079064406264,0.3744073745958822,0.01235134537049938
100079,0.2157253272878126,0.21320612312957216,0.010462963358281068
10008,0.05933943661570682,0.2549916311675637,0.01421609720947145
100080,0.07318387777555405,0.24770294410717936,0.028061302828049868
100081,0.1728285907568998,0.3012028418351473,0.03051918581251766
100082,0.2760347781400913,0.02620984959820822,0.03125294725280764
100083,0.03766001208041438,0.25914625264380453,0.008685468349120092
100084,0.12597887328363735,0.20001652813025003,0.02583827956809276
100085,0.3438174771564802,0.13224666693910642,0.018241129049181633
100086,0.2220835966732784,0.17557357080217903,0.019395670363266976
100087,0.04617709771637643,0.1713926590773342,0.012130407567878134
100088,0.2221880174149206,0.1615205596121547,0.019322283236649952
100089,0.41848779979321205,0.33438229850149176,0.05491431259913284
10009,0.20738913832339012,0.30859585460360417,0.026729196137523833
100090,0.24728109163304446,0.2120953501840681,0.02956866422236351
100091,0.027653841624934075,0.24473555834597432,0.014557674096898777
100092,0.08543837762828996,0.21146591493897957,0.02311126121158653
100093,0.2312430623788406,0.16504235600286798,0.022844092731763018
100094,0.14008199704829352,0.1871630027820009,0.020705249519850286
100095,0.20653586139021912,0.35447588116933904,0.016564814011827692
100096,0.42429376491767923,0.14107014749608587,0.01946551280720831
100097,0.3174385314877311,0.05032370081471987,0.02069037904613092
1001,0.40101950703574524,0.20363613336938774,0.04847664392728418
10010,0.35113232078384976,0.10761949803164203,0.030313866171432526
100100,0.2901356233272673,0.16231101526718605,0.012243155508549689
100101,0.2656037849568717,0.17844755834516315,0.024077659614395376
100102,0.37492259077841067,0.14392580113749084,0.01842476481297384
100103,0.13793954266592304,0.23024919129949806,0.03328767428890128
100104,0.03873423506219973,0.22452020121111146,0.012435730317752344
100106,0.33439498591173056,0.18229993307539177,0.016546434452958822
100107,0.37418598765364175,0.17097175302881917,0.0364514673679809
100108,0.08923063584301237,0.23092183034480884,0.018153078278356258
100109,0.44332654326454696,0.17167333596347856,0.03927665638762973
10011,0.15911060519439577,0.30837012085581933,0.01752362162111116
100110,0.10777571256569021,0.17180169858742733,0.025592245029581868
100112,0.06732924324010178,0.5441487493461831,0.021718091840112395
100113,0.24032675840908987,0.1368393020535068,0.019130707915856752
100114,0.31970678397897184,0.05058823402466882,0.03242597574121372
100115,0.4324404717709602,0.1810051676516884,0.01878192658370705
100116,0.14734281951850312,0.2730231800799597,0.0206064476760638
100117,0.23934976914881023,0.171068130697289,0.025796880549307448
100119,0.147216590860317,0.3048061156243033,0.01998954059893614
10012,0.02761134627333401,0.179813277737571,0.013667403103070649
100120,0.38967178958790194,0.20669277517655157,0.029517509266393425
100122,0.26973552090361524,0.05125528604224788,0.034134071513090315
100124,0.17992590360213762,0.42753992009998887,0.015334427427629443
100125,0.13805926593708134,0.2279723657887459,0.028478250719229374
100126,0.37534470800388403,0.02456041059786378,0.03480094326536274
100127,0.3781924104683432,0.12016300794101646,0.025260395660673004
100128,0.07957800856705805,0.3867606099477481,0.012825476011609683
100129,0.185055730286173,0.22351287927107258,0.014642200839195051
10013,0.04145778729926847,0.18704466629428934,0.020799838525465714
